Name in Fastas,Genome,S3 Gene?,GeneID/Accession,Data Source,Genome Type,Sequencing,Assembler,MetaType,PhyloKingdom,PhyloPhylum,PhyloClass,PhyloOrder,PhyloFamily,PhyloGenus,IMGAccession,NCBIAccession,BioSample,BioProject,Sample Location,Country,Latitude,Longitude,Ecosystem Category,Ecosystem Subtype,Ecosystem Type,Specific Ecosystem,Habitat,Treatment,Genome Size,Scaffolds,Genes,GC%,16S rRNA sequences,CRISPRs,Citation/ContactName,ClosestIsolateRef,IsolateRefAlignLength,IsolateRefPercID,IsolateRefEvalue,IsolateRefBitscore,ClosestGenomeRef,GenomeRefAlignLength,GenomeRefPercID,GenomeRefEvalue,GenomeRefBitscore,Outgroup
3300008254==Ga0105351_100043930,Methane-oxidizing microbial communities from mesocosms in the Hudson Canyon - EN4B Hudson Canyon,Yes,Ga0105351_100043930,IMG,Gene,Illumina HiSeq 2500-1TB,MEGAHIT v. MEGAHIT v1.0.3,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300008254,NA,SAMN06266213,PRJNA365092,Hudson Canyon,USA,39.54,-72.41,Aquatic,Oceanic,Marine,Natural Seep,Methane seep mesocosm,Enrichment,534.82,851496,1141914,NA,1544,1066,Molly C. Redmond,Methylomicrobium buryatense 5G,223,85.2,2E-143,396,OPU3_GD_OMZ,224,97.32,2E-163,447,NA
3300008254==Ga0105351_12313551,Methane-oxidizing microbial communities from mesocosms in the Hudson Canyon - EN4B Hudson Canyon,Yes,Ga0105351_12313551,IMG,Gene,Illumina HiSeq 2500-1TB,MEGAHIT v. MEGAHIT v1.0.3,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300008254,NA,SAMN06266213,PRJNA365092,Hudson Canyon,USA,39.54,-72.41,Aquatic,Oceanic,Marine,Natural Seep,Methane seep mesocosm,Enrichment,534.82,851496,1141914,NA,1544,1066,Molly C. Redmond,Methylomicrobium buryatense 5G,197,88.83,1E-130,363,OPU3_GD_OMZ,197,100,2E-145,401,NA
3300008254==Ga0105351_10048854,Methane-oxidizing microbial communities from mesocosms in the Hudson Canyon - EN4B Hudson Canyon,Yes,Ga0105351_10048854,IMG,Gene,Illumina HiSeq 2500-1TB,MEGAHIT v. MEGAHIT v1.0.3,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300008254,NA,SAMN06266213,PRJNA365092,Hudson Canyon,USA,39.54,-72.41,Aquatic,Oceanic,Marine,Natural Seep,Methane seep mesocosm,Enrichment,534.82,851496,1141914,NA,1544,1066,Molly C. Redmond,Methylomarinum vadi I-4,224,90.18,2E-150,414,Methylomarinum vadi I-4,224,90.18,4E-150,414,NA
3300008254==Ga0105351_10070789,Methane-oxidizing microbial communities from mesocosms in the Hudson Canyon - EN4B Hudson Canyon,Yes,Ga0105351_10070789,IMG,Gene,Illumina HiSeq 2500-1TB,MEGAHIT v. MEGAHIT v1.0.3,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300008254,NA,SAMN06266213,PRJNA365092,Hudson Canyon,USA,39.54,-72.41,Aquatic,Oceanic,Marine,Natural Seep,Methane seep mesocosm,Enrichment,534.82,851496,1141914,NA,1544,1066,Molly C. Redmond,Methyloprofundus sedimenti WF1,224,90.62,4E-155,426,Methyloprofundus sedimenti WF1,224,90.62,8E-155,426,NA
3300008254==Ga0105351_11265942,Methane-oxidizing microbial communities from mesocosms in the Hudson Canyon - EN4B Hudson Canyon,Yes,Ga0105351_11265942,IMG,Gene,Illumina HiSeq 2500-1TB,MEGAHIT v. MEGAHIT v1.0.3,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300008254,NA,SAMN06266213,PRJNA365092,Hudson Canyon,USA,39.54,-72.41,Aquatic,Oceanic,Marine,Natural Seep,Methane seep mesocosm,Enrichment,534.82,851496,1141914,NA,1544,1066,Molly C. Redmond,Methylomarinum vadi I-4,222,91.44,7E-152,417,Methylomarinum vadi I-4,222,91.44,1E-151,417,NA
3300008254==Ga0105351_10453511,Methane-oxidizing microbial communities from mesocosms in the Hudson Canyon - EN4B Hudson Canyon,Yes,Ga0105351_10453511,IMG,Gene,Illumina HiSeq 2500-1TB,MEGAHIT v. MEGAHIT v1.0.3,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300008254,NA,SAMN06266213,PRJNA365092,Hudson Canyon,USA,39.54,-72.41,Aquatic,Oceanic,Marine,Natural Seep,Methane seep mesocosm,Enrichment,534.82,851496,1141914,NA,1544,1066,Molly C. Redmond,Methyloprofundus sedimenti WF1,224,92.86,1E-159,437,Methyloprofundus sedimenti WF1,224,92.86,2E-159,437,NA
3300008254==Ga0105351_11366151,Methane-oxidizing microbial communities from mesocosms in the Hudson Canyon - EN4B Hudson Canyon,Yes,Ga0105351_11366151,IMG,Gene,Illumina HiSeq 2500-1TB,MEGAHIT v. MEGAHIT v1.0.3,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300008254,NA,SAMN06266213,PRJNA365092,Hudson Canyon,USA,39.54,-72.41,Aquatic,Oceanic,Marine,Natural Seep,Methane seep mesocosm,Enrichment,534.82,851496,1141914,NA,1544,1066,Molly C. Redmond,Methyloprofundus sedimenti WF1,198,93.43,4E-141,389,Methyloprofundus sedimenti WF1,198,93.43,8E-141,389,NA
3300008254==Ga0105351_10015886,Methane-oxidizing microbial communities from mesocosms in the Hudson Canyon - EN4B Hudson Canyon,Yes,Ga0105351_10015886,IMG,Gene,Illumina HiSeq 2500-1TB,MEGAHIT v. MEGAHIT v1.0.3,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300008254,NA,SAMN06266213,PRJNA365092,Hudson Canyon,USA,39.54,-72.41,Aquatic,Oceanic,Marine,Natural Seep,Methane seep mesocosm,Enrichment,534.82,851496,1141914,NA,1544,1066,Molly C. Redmond,Methyloprofundus sedimenti WF1,224,94.64,5E-161,441,Methyloprofundus sedimenti WF1,224,94.64,9E-161,441,NA
3300008225==Ga0105352_100050530,Methane-oxidizing microbial communities from mesocosms in the Hudson Canyon - EN8B Hudson Canyon,Yes,Ga0105352_100050530,IMG,Gene,Illumina HiSeq 2500-1TB,MEGAHIT v. MEGAHIT v1.0.3,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300008225,NA,SAMN06264768,PRJNA365093,Hudson Canyon,USA,39.29,-72.2,Aquatic,Oceanic,Marine,Natural Seep,Methane seep mesocosm,Enrichment,290.98,361123,549812,NA,1329,128,Molly C. Redmond,Methylomicrobium buryatense 5G,223,85.2,2E-143,396,OPU3_GD_OMZ,224,97.32,2E-163,447,NA
3300008225==Ga0105352_10028533,Methane-oxidizing microbial communities from mesocosms in the Hudson Canyon - EN8B Hudson Canyon,Yes,Ga0105352_10028533,IMG,Gene,Illumina HiSeq 2500-1TB,MEGAHIT v. MEGAHIT v1.0.3,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300008225,NA,SAMN06264768,PRJNA365093,Hudson Canyon,USA,39.29,-72.2,Aquatic,Oceanic,Marine,Natural Seep,Methane seep mesocosm,Enrichment,290.98,361123,549812,NA,1329,128,Molly C. Redmond,Methylomarinum vadi I-4,224,90.62,6E-152,418,Methylomarinum vadi I-4,224,90.62,1E-151,418,NA
3300008225==Ga0105352_10032017,Methane-oxidizing microbial communities from mesocosms in the Hudson Canyon - EN8B Hudson Canyon,Yes,Ga0105352_10032017,IMG,Gene,Illumina HiSeq 2500-1TB,MEGAHIT v. MEGAHIT v1.0.3,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300008225,NA,SAMN06264768,PRJNA365093,Hudson Canyon,USA,39.29,-72.2,Aquatic,Oceanic,Marine,Natural Seep,Methane seep mesocosm,Enrichment,290.98,361123,549812,NA,1329,128,Molly C. Redmond,Methylomarinum vadi I-4,224,90.62,6E-152,418,Methylomarinum vadi I-4,224,90.62,1E-151,418,NA
3300008225==Ga0105352_10283063,Methane-oxidizing microbial communities from mesocosms in the Hudson Canyon - EN8B Hudson Canyon,Yes,Ga0105352_10283063,IMG,Gene,Illumina HiSeq 2500-1TB,MEGAHIT v. MEGAHIT v1.0.3,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300008225,NA,SAMN06264768,PRJNA365093,Hudson Canyon,USA,39.29,-72.2,Aquatic,Oceanic,Marine,Natural Seep,Methane seep mesocosm,Enrichment,290.98,361123,549812,NA,1329,128,Molly C. Redmond,Methyloprofundus sedimenti WF1,224,90.62,4E-155,426,Methyloprofundus sedimenti WF1,224,90.62,8E-155,426,NA
3300008225==Ga0105352_10059073,Methane-oxidizing microbial communities from mesocosms in the Hudson Canyon - EN8B Hudson Canyon,Yes,Ga0105352_10059073,IMG,Gene,Illumina HiSeq 2500-1TB,MEGAHIT v. MEGAHIT v1.0.3,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300008225,NA,SAMN06264768,PRJNA365093,Hudson Canyon,USA,39.29,-72.2,Aquatic,Oceanic,Marine,Natural Seep,Methane seep mesocosm,Enrichment,290.98,361123,549812,NA,1329,128,Molly C. Redmond,Methylomarinum vadi I-4,224,91.07,4E-152,418,Methylomarinum vadi I-4,224,91.07,7E-152,418,NA
3300008225==Ga0105352_10365593,Methane-oxidizing microbial communities from mesocosms in the Hudson Canyon - EN8B Hudson Canyon,Yes,Ga0105352_10365593,IMG,Gene,Illumina HiSeq 2500-1TB,MEGAHIT v. MEGAHIT v1.0.3,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300008225,NA,SAMN06264768,PRJNA365093,Hudson Canyon,USA,39.29,-72.2,Aquatic,Oceanic,Marine,Natural Seep,Methane seep mesocosm,Enrichment,290.98,361123,549812,NA,1329,128,Molly C. Redmond,Methyloprofundus sedimenti WF1,224,93.3,4E-160,439,Methyloprofundus sedimenti WF1,224,93.3,8E-160,439,NA
3300008225==Ga0105352_10071441,Methane-oxidizing microbial communities from mesocosms in the Hudson Canyon - EN8B Hudson Canyon,Yes,Ga0105352_10071441,IMG,Gene,Illumina HiSeq 2500-1TB,MEGAHIT v. MEGAHIT v1.0.3,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300008225,NA,SAMN06264768,PRJNA365093,Hudson Canyon,USA,39.29,-72.2,Aquatic,Oceanic,Marine,Natural Seep,Methane seep mesocosm,Enrichment,290.98,361123,549812,NA,1329,128,Molly C. Redmond,Methyloprofundus sedimenti WF1,199,94.97,6E-143,394,methanotrophic endosymbiont of Bathymodiolus azoricus Menez Gwen BAZMOX,199,98.49,9E-146,401,NA
3300008223==Ga0105348_10006109,Methane-oxidizing microbial communities from mesocosms in the Hudson Canyon - EN8C Hudson Canyon,Yes,Ga0105348_10006109,IMG,Gene,Illumina HiSeq 2500-1TB,MEGAHIT v. MEGAHIT v1.0.3,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300008223,NA,SAMN06266289,PRJNA365089,Hudson Canyon,USA,39.29,-72.2,Aquatic,Oceanic,Marine,Natural Seep,Methane seep mesocosm,Enrichment,401.65,440592,705190,NA,1381,120,Molly C. Redmond,Methylomicrobium buryatense 5G,223,85.2,2E-143,396,OPU3_GD_OMZ,224,97.32,2E-163,447,NA
3300008223==Ga0105348_100589112,Methane-oxidizing microbial communities from mesocosms in the Hudson Canyon - EN8C Hudson Canyon,Yes,Ga0105348_100589112,IMG,Gene,Illumina HiSeq 2500-1TB,MEGAHIT v. MEGAHIT v1.0.3,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300008223,NA,SAMN06266289,PRJNA365089,Hudson Canyon,USA,39.29,-72.2,Aquatic,Oceanic,Marine,Natural Seep,Methane seep mesocosm,Enrichment,401.65,440592,705190,NA,1381,120,Molly C. Redmond,Methylomicrobium buryatense 5G,223,85.2,4E-143,395,OPU3_GD_OMZ,224,100,6E-167,457,NA
3300008223==Ga0105348_11293801,Methane-oxidizing microbial communities from mesocosms in the Hudson Canyon - EN8C Hudson Canyon,Yes,Ga0105348_11293801,IMG,Gene,Illumina HiSeq 2500-1TB,MEGAHIT v. MEGAHIT v1.0.3,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300008223,NA,SAMN06266289,PRJNA365089,Hudson Canyon,USA,39.29,-72.2,Aquatic,Oceanic,Marine,Natural Seep,Methane seep mesocosm,Enrichment,401.65,440592,705190,NA,1381,120,Molly C. Redmond,Methyloprofundus sedimenti WF1,211,87.68,1E-141,391,methanotrophic endosymbiont of Bathymodiolus azoricus Menez Gwen BAZMOX,208,91.83,5E-144,398,NA
3300008223==Ga0105348_10044137,Methane-oxidizing microbial communities from mesocosms in the Hudson Canyon - EN8C Hudson Canyon,Yes,Ga0105348_10044137,IMG,Gene,Illumina HiSeq 2500-1TB,MEGAHIT v. MEGAHIT v1.0.3,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300008223,NA,SAMN06266289,PRJNA365089,Hudson Canyon,USA,39.29,-72.2,Aquatic,Oceanic,Marine,Natural Seep,Methane seep mesocosm,Enrichment,401.65,440592,705190,NA,1381,120,Molly C. Redmond,Methylomarinum vadi I-4,224,90.62,6E-152,418,Methylomarinum vadi I-4,224,90.62,1E-151,418,NA
3300008223==Ga0105348_10512724,Methane-oxidizing microbial communities from mesocosms in the Hudson Canyon - EN8C Hudson Canyon,Yes,Ga0105348_10512724,IMG,Gene,Illumina HiSeq 2500-1TB,MEGAHIT v. MEGAHIT v1.0.3,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300008223,NA,SAMN06266289,PRJNA365089,Hudson Canyon,USA,39.29,-72.2,Aquatic,Oceanic,Marine,Natural Seep,Methane seep mesocosm,Enrichment,401.65,440592,705190,NA,1381,120,Molly C. Redmond,Methylomarinum vadi I-4,190,92.63,1E-131,365,Methylomarinum vadi I-4,190,92.63,3E-131,365,NA
3300008223==Ga0105348_10340084,Methane-oxidizing microbial communities from mesocosms in the Hudson Canyon - EN8C Hudson Canyon,Yes,Ga0105348_10340084,IMG,Gene,Illumina HiSeq 2500-1TB,MEGAHIT v. MEGAHIT v1.0.3,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300008223,NA,SAMN06266289,PRJNA365089,Hudson Canyon,USA,39.29,-72.2,Aquatic,Oceanic,Marine,Natural Seep,Methane seep mesocosm,Enrichment,401.65,440592,705190,NA,1381,120,Molly C. Redmond,Methyloprofundus sedimenti WF1,189,94.71,3E-135,374,methanotrophic endosymbiont of Bathymodiolus azoricus Menez Gwen BAZMOX,189,98.41,7E-138,381,NA
3300004097==Ga0055584_10000947515,"Pelagic marine sediment microbial communities from the LTER site Helgoland, North Sea, for post-phytoplankton bloom and carbon turnover studies - OSD3 (Helgoland) metaG",Yes,Ga0055584_10000947515,IMG,Gene,"Illumina HiSeq 2500, Illumina HiSeq 2500-1TB",megahit v. megahit: MEGAHIT v0.2.0,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004097,NA,SAMN06267524,PRJNA365776,Helgoland,North Sea,53.9944,6.8905,Aquatic,Neritic zone,Marine,Marine Sediment,Pelagic marine,Native,5431.57,11367672,13267245,NA,3163,3546,Hanno Teeling,Methylomicrobium kenyense AMO1,217,77.42,2E-127,356,"Methylococcaceae bacterium TMED282 51202,",231,97.4,5E-165,452,NA
3300014490==Ga0182010_100376562,"Permafrost microbial communities from Stordalen Mire, Sweden - 611E1M metaG",Yes,Ga0182010_100376562,IMG,Gene,Illumina HiSeq 2500-1TB,MEGAHIT v. MEGAHIT v1.0.6,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300014490,NA,SAMN07631786,PRJNA406790,Stordalen Mire,Sweden,68.35,19.05,Terrestrial,Wetlands,Soil,Permafrost,Fen,Native,1334.09,2093164,2837926,NA,984,682,Virginia Rich,Methylobacter luteus IMV-B-3098T,223,94.17,3E-159,436,Composite genome from Trout Bog Hypolimnion pan-assembly Tbhypo.metabat.2062.v2,223,94.62,1E-159,438,NA
3300014490==Ga0182010_100598935,"Permafrost microbial communities from Stordalen Mire, Sweden - 611E1M metaG",Yes,Ga0182010_100598935,IMG,Gene,Illumina HiSeq 2500-1TB,MEGAHIT v. MEGAHIT v1.0.6,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300014490,NA,SAMN07631786,PRJNA406790,Stordalen Mire,Sweden,68.35,19.05,Terrestrial,Wetlands,Soil,Permafrost,Fen,Native,1334.09,2093164,2837926,NA,984,682,Virginia Rich,Methylobacter luteus IMV-B-3098T,182,96.7,4E-130,360,Composite genome from Trout Bog Hypolimnion pan-assembly Tbhypo.metabat.2062.v2,182,97.25,4E-130,361,NA
3300014502==Ga0182021_102954321,"Permafrost microbial communities from Stordalen Mire, Sweden - 612E3M metaG (Illumina Assembly)",Yes,Ga0182021_102954321,IMG,Gene,"PacBio RS II, Illumina HiSeq 2500-1TB",MEGAHIT v. MEGAHIT v1.0.6,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300014502,NA,SAMN08777510,PRJNA443723,Stordalen Mire,Sweden,68.35,19.05,Terrestrial,Wetlands,Soil,Permafrost,Fen,Native,5741.62,8474223,11829695,NA,3505,3554,Virginia Rich,Methylobacter sp. KS41,200,96,3E-142,392,Composite genome from Trout Bog Hypolimnion pan-assembly Tbhypo.metabat.2062.v2,200,96,2E-142,394,NA
3300014502==Ga0182021_100802664,"Permafrost microbial communities from Stordalen Mire, Sweden - 612E3M metaG (Illumina Assembly)",Yes,Ga0182021_100802664,IMG,Gene,"PacBio RS II, Illumina HiSeq 2500-1TB",MEGAHIT v. MEGAHIT v1.0.6,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300014502,NA,SAMN08777510,PRJNA443723,Stordalen Mire,Sweden,68.35,19.05,Terrestrial,Wetlands,Soil,Permafrost,Fen,Native,5741.62,8474223,11829695,NA,3505,3554,Virginia Rich,Methylobacter luteus IMV-B-3098T,223,96.86,3E-163,446,Composite genome from Trout Bog Hypolimnion pan-assembly Tbhypo.metabat.2062.v2,223,97.31,9E-164,449,NA
3300014502==Ga0182021_104037293,"Permafrost microbial communities from Stordalen Mire, Sweden - 612E3M metaG (Illumina Assembly)",Yes,Ga0182021_104037293,IMG,Gene,"PacBio RS II, Illumina HiSeq 2500-1TB",MEGAHIT v. MEGAHIT v1.0.6,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300014502,NA,SAMN08777510,PRJNA443723,Stordalen Mire,Sweden,68.35,19.05,Terrestrial,Wetlands,Soil,Permafrost,Fen,Native,5741.62,8474223,11829695,NA,3505,3554,Virginia Rich,Methylobacter luteus IMV-B-3098T,223,96.86,3E-163,446,Composite genome from Trout Bog Hypolimnion pan-assembly Tbhypo.metabat.2062.v2,223,97.31,9E-164,449,NA
3300014502==Ga0182021_112178721,"Permafrost microbial communities from Stordalen Mire, Sweden - 612E3M metaG (Illumina Assembly)",Yes,Ga0182021_112178721,IMG,Gene,"PacBio RS II, Illumina HiSeq 2500-1TB",MEGAHIT v. MEGAHIT v1.0.6,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300014502,NA,SAMN08777510,PRJNA443723,Stordalen Mire,Sweden,68.35,19.05,Terrestrial,Wetlands,Soil,Permafrost,Fen,Native,5741.62,8474223,11829695,NA,3505,3554,Virginia Rich,Methylobacter luteus IMV-B-3098T,200,97,2E-144,397,Methylococcaceae bacterium UBA3127,200,98,2E-144,399,NA
3300014502==Ga0182021_130136701,"Permafrost microbial communities from Stordalen Mire, Sweden - 612E3M metaG (Illumina Assembly)",Yes,Ga0182021_130136701,IMG,Gene,"PacBio RS II, Illumina HiSeq 2500-1TB",MEGAHIT v. MEGAHIT v1.0.6,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300014502,NA,SAMN08777510,PRJNA443723,Stordalen Mire,Sweden,68.35,19.05,Terrestrial,Wetlands,Soil,Permafrost,Fen,Native,5741.62,8474223,11829695,NA,3505,3554,Virginia Rich,Methylobacter tundripaludum 33/32,187,98.93,6E-138,381,Methylobacter tundripaludum SV96,187,98.93,1E-137,381,NA
3300014494==Ga0182017_105920601,"Permafrost microbial communities from Stordalen Mire, Sweden - 712E3D metaG",Yes,Ga0182017_105920601,IMG,Gene,Illumina HiSeq 2500-1TB,MEGAHIT v. MEGAHIT v1.0.6,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300014494,NA,SAMN07631793,PRJNA406797,Stordalen Mire,Sweden,68.35,19.05,Terrestrial,Wetlands,Soil,Permafrost,Fen,Native,1575.43,2136483,3091799,NA,1005,1125,Virginia Rich,Methylobacter luteus IMV-B-3098T,204,97.06,1E-148,409,Composite genome from Trout Bog Hypolimnion pan-assembly Tbhypo.metabat.2062.v2,204,97.55,3E-149,411,NA
3300014498==Ga0182019_108534841,"Permafrost microbial communities from Stordalen Mire, Sweden - 812E2M metaG",Yes,Ga0182019_108534841,IMG,Gene,Illumina HiSeq 2500-1TB,MEGAHIT v. MEGAHIT v1.0.6,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300014498,NA,SAMN07631795,PRJNA406799,Stordalen Mire,Sweden,68.35,19.05,Terrestrial,Wetlands,Soil,Permafrost,Fen,Native,2209.22,3598815,4796105,NA,1472,1028,Virginia Rich,Methylobacter luteus IMV-B-3098T,202,95.54,1E-144,399,Methylococcaceae bacterium UBA3127,202,96.04,2E-145,401,NA
3300014498==Ga0182019_110443231,"Permafrost microbial communities from Stordalen Mire, Sweden - 812E2M metaG",Yes,Ga0182019_110443231,IMG,Gene,Illumina HiSeq 2500-1TB,MEGAHIT v. MEGAHIT v1.0.6,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300014498,NA,SAMN07631795,PRJNA406799,Stordalen Mire,Sweden,68.35,19.05,Terrestrial,Wetlands,Soil,Permafrost,Fen,Native,2209.22,3598815,4796105,NA,1472,1028,Virginia Rich,Methylobacter luteus IMV-B-3098T,192,95.83,4E-136,376,Composite genome from Trout Bog Hypolimnion pan-assembly Tbhypo.metabat.2062.v2,192,96.35,1E-136,379,NA
3300014498==Ga0182019_100370863,"Permafrost microbial communities from Stordalen Mire, Sweden - 812E2M metaG",Yes,Ga0182019_100370863,IMG,Gene,Illumina HiSeq 2500-1TB,MEGAHIT v. MEGAHIT v1.0.6,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300014498,NA,SAMN07631795,PRJNA406799,Stordalen Mire,Sweden,68.35,19.05,Terrestrial,Wetlands,Soil,Permafrost,Fen,Native,2209.22,3598815,4796105,NA,1472,1028,Virginia Rich,Methylobacter luteus IMV-B-3098T,223,96.86,3E-163,446,Composite genome from Trout Bog Hypolimnion pan-assembly Tbhypo.metabat.2062.v2,223,97.31,9E-164,449,NA
3300014498==Ga0182019_101515642,"Permafrost microbial communities from Stordalen Mire, Sweden - 812E2M metaG",Yes,Ga0182019_101515642,IMG,Gene,Illumina HiSeq 2500-1TB,MEGAHIT v. MEGAHIT v1.0.6,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300014498,NA,SAMN07631795,PRJNA406799,Stordalen Mire,Sweden,68.35,19.05,Terrestrial,Wetlands,Soil,Permafrost,Fen,Native,2209.22,3598815,4796105,NA,1472,1028,Virginia Rich,Methylobacter luteus IMV-B-3098T,223,97.31,1E-163,448,Methylobacter luteus IMV B 3098T,223,97.31,2E-163,448,NA
3300014498==Ga0182019_102388173,"Permafrost microbial communities from Stordalen Mire, Sweden - 812E2M metaG",Yes,Ga0182019_102388173,IMG,Gene,Illumina HiSeq 2500-1TB,MEGAHIT v. MEGAHIT v1.0.6,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300014498,NA,SAMN07631795,PRJNA406799,Stordalen Mire,Sweden,68.35,19.05,Terrestrial,Wetlands,Soil,Permafrost,Fen,Native,2209.22,3598815,4796105,NA,1472,1028,Virginia Rich,Methylobacter tundripaludum 33/32,223,98.65,8E-166,453,Methylobacter tundripaludum SV96,223,98.65,2E-165,453,NA
2088090005==LWSO_07555750,"Sediment microbial communities from Lake Washington, Seattle, for Methane and Nitrogen Cycles, original sample replicate 1",Yes,LWSO_07555750,IMG,Gene,454 GS FLX Titanium,Newbler,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,2088090005,NA,SAMN05518067,PRJNA336801,Lake Washington,USA,47.052,-122.267889,Aquatic,Lentic,Freshwater,Lake Sediment,Freshwater sediment,Native,559.54,1515849,1554712,NA,520,139,Ludmila Chistoserdova,Methylobacter tundripaludum 33/32,223,99.1,3E-166,454,Methylobacter tundripaludum SV96,223,99.1,6E-166,454,NA
2100351007==LWFCAn_03215640,"Sediment microbial communities from Lake Washington, Seattle, for Methane and Nitrogen Cycles, sample from flow sorted aerobic plus nitrate",Yes,LWFCAn_03215640,IMG,Gene,454 GS FLX Titanium,Newbler,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,2100351007,NA,SAMN05518078,PRJNA336965,Lake Washington,USA,47.676484,-122.228394,Aquatic,Lentic,Freshwater,Lake Sediment,Freshwater sediment,Native,386.45,1044385,1065361,NA,443,154,Ludmila Chistoserdova,Methylobacter sp. KS41,223,95.52,4E-160,439,Composite genome from Trout Bog Hypolimnion pan-assembly Tbhypo.metabat.2062.v2,223,95.52,4E-160,439,NA
